@relation whatever

@attribute hum_1 numeric
@attribute hum_2 numeric
@attribute hum_3 numeric
@attribute hum_4 numeric
@attribute hum_5 numeric
@attribute hum_6 numeric
@attribute hum_7 numeric
@attribute hum_8 numeric
@attribute hum_9 numeric
@attribute temp_1 numeric
@attribute temp_2 numeric
@attribute temp_3 numeric
@attribute temp_4 numeric
@attribute temp_5 numeric
@attribute temp_6 numeric
@attribute temp_7 numeric
@attribute temp_8 numeric
@attribute temp_9 numeric
@attribute vel.viento_1 numeric
@attribute vel.viento_2 numeric
@attribute vel.viento_3 numeric
@attribute vel.viento_4 numeric
@attribute vel.viento_5 numeric
@attribute vel.viento_6 numeric
@attribute vel.viento_7 numeric
@attribute vel.viento_8 numeric
@attribute vel.viento_9 numeric
@attribute dir.viento_1 numeric
@attribute dir.viento_2 numeric
@attribute dir.viento_3 numeric
@attribute dir.viento_4 numeric
@attribute dir.viento_5 numeric
@attribute dir.viento_6 numeric
@attribute dir.viento_7 numeric
@attribute dir.viento_8 numeric
@attribute dir.viento_9 numeric
@attribute rad.solar_1 numeric
@attribute rad.solar_2 numeric
@attribute rad.solar_3 numeric
@attribute rad.solar_4 numeric
@attribute rad.solar_5 numeric
@attribute rad.solar_6 numeric
@attribute rad.solar_7 numeric
@attribute rad.solar_8 numeric
@attribute rad.solar_9 numeric
@attribute p.rocio_1 numeric
@attribute p.rocio_2 numeric
@attribute p.rocio_3 numeric
@attribute p.rocio_4 numeric
@attribute p.rocio_5 numeric
@attribute p.rocio_6 numeric
@attribute p.rocio_7 numeric
@attribute p.rocio_8 numeric
@attribute p.rocio_9 numeric
@attribute min numeric
@attribute max numeric
@attribute class {1,2}



@data
98.1 , 98.1 , 98.2 , 98.4 , 98.4 , 98.4 , 98.1 , 94.5 , 88.9 , 4.2 , 4.3 , 4.2 , 4.7 , 4.7 , 4.7 , 5 , 6.4 , 8.1 , 0.4 , 1.3 , 1.3 , 0 , 1.1 , 0.9 , 1.9 , 1.9 , 1.7 , 201 , 201 , 185 , 187 , 194 , 208 , 204 , 171 , 170 , 1 , 1 , 24 , 43 , 56 , 98 , 209 , 223 , 366 , 3.92270923 , 4.022493682 , 3.937420141 , 4.465896318 , 4.465896318 , 4.465896318 , 4.720984845 , 5.570221687 , 6.358409897 , -0.1 , 14.9 , 1 
97.9 , 97.9 , 97.9 , 97.4 , 95.3 , 92.3 , 89.2 , 83.2 , 73.1 , 0.2 , -0.1 , -0.1 , 0.2 , 1 , 2.3 , 4 , 6.5 , 8.8 , 1.5 , 0.6 , 0.4 , 0.6 , 0.6 , 1.5 , 1.5 , 1.5 , 1.7 , 168 , 192 , 192 , 177 , 173 , 154 , 93 , 97 , 171 , 1 , 2 , 43 , 88 , 191 , 564 , 502 , 466 , 443 , -0.09721402 , -0.396498672 , -0.396498672 , -0.168800831 , 0.322658963 , 1.163205196 , 2.360262485 , 3.821494563 , 4.193802134 , -1.5 , 9.7 , 1 
96.9 , 97.1 , 97.4 , 93.1 , 82.3 , 71.7 , 65.9 , 65.4 , 60.3 , 1.5 , 0.2 , 2.4 , 6.1 , 8.9 , 11.6 , 13.4 , 14.3 , 15.4 , 0 , 0 , 0 , 0 , 0 , 1.1 , 0.9 , 0.7 , 0.6 , 184 , 184 , 184 , 307 , 336 , 209 , 199 , 201 , 198 , 1 , 8 , 194 , 336 , 453 , 526 , 526 , 536 , 441 , 1.054693623 , -0.211907412 , 2.024689759 , 5.05466986 , 6.013061281 , 6.612756957 , 7.098551149 , 7.844621259 , 7.688276698 , -1.4 , 12.8 , 1 
98.1 , 98.3 , 98.3 , 98.4 , 98.3 , 98.4 , 98.4 , 93.4 , 82.4 , 2.3 , 4.1 , 4.5 , 5.8 , 6 , 6.5 , 7.9 , 10.2 , 12.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.4 , 1.7 , 257 , 83 , 83 , 247 , 267 , 225 , 198 , 204 , 209 , 1 , 22 , 42 , 103 , 162 , 192 , 316 , 397 , 438 , 2.026804646 , 3.852310638 , 4.251539887 , 5.563902318 , 5.748649571 , 6.262633409 , 7.66009559 , 9.170147333 , 9.357683413 , 0 , 15.8 , 1 
97.4 , 97.8 , 98 , 98.1 , 98.2 , 96.2 , 83.7 , 76.2 , 67.4 , -0.1 , 0.9 , 1.4 , 2.1 , 3.2 , 5.6 , 8.2 , 10.1 , 11.1 , 0 , 0.6 , 1.5 , 1.5 , 1.5 , 0.7 , 0.7 , 0.6 , 1.1 , 98 , 170 , 170 , 177 , 192 , 263 , 281 , 340 , 341 , 1 , 14 , 83 , 118 , 364 , 604 , 586 , 437 , 364 , -0.467913184 , 0.586744843 , 1.114341016 , 1.827235742 , 2.93946127 , 5.034591811 , 5.574131287 , 6.054941959 , 5.229917438 , -0.6 , 13.6 , 1 
94.2 , 94.8 , 95 , 95 , 93 , 80.4 , 69 , 63.2 , 57.6 , 1 , 0 , 1.3 , 3.7 , 5.2 , 8 , 10.8 , 12.3 , 13.7 , 0 , 0 , 0 , 0 , 2 , 5 , 9 , 17 , 17 , 71 , 212 , 217 , 237 , 256 , 256 , 237 , 237 , 239 , 5 , 21 , 65 , 104 , 274 , 362 , 378 , 373 , 340 , 0.159919145 , -0.745121229 , 0.576713446 , 2.96290856 , 4.14634271 , 4.793395415 , 5.283197919 , 5.439554259 , 5.415617566 , -1.9 , 11.5 , 1 
96.7 , 96.9 , 97 , 95.6 , 88.3 , 79.2 , 71.6 , 64.3 , 58.7 , 0.8 , 0 , 1.7 , 4.1 , 6.7 , 9.5 , 12 , 14.1 , 16 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 164 , 244 , 229 , 229 , 177 , 263 , 174 , 257 , 354 , 1 , 22 , 237 , 322 , 411 , 443 , 473 , 473 , 374 , 0.32817517 , -0.440002772 , 1.268567611 , 3.451108453 , 4.878392874 , 6.036779937 , 6.977544218 , 7.403476338 , 7.856994333 , -1 , 16.9 , 1 
97.2 , 97.3 , 97.5 , 97.7 , 97.8 , 97.4 , 94 , 86.1 , 80.5 , 0.2 , 0.5 , 1.7 , 3.7 , 5.2 , 6.8 , 8.2 , 10.2 , 11.2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.7 , 107 , 107 , 107 , 107 , 107 , 204 , 316 , 323 , 215 , 1 , 16 , 53 , 73 , 147 , 228 , 208 , 271 , 194 , -0.197525619 , 0.115921034 , 1.341276587 , 3.36504102 , 4.875998478 , 6.411670938 , 7.280225836 , 7.954086738 , 7.934379877 , -1 , 16.9 , 1 
98.5 , 98.6 , 98.7 , 98.9 , 99 , 88.2 , 75.5 , 70 , 67.2 , 0.5 , 0.1 , 0.9 , 4.8 , 8.1 , 12.5 , 15.6 , 16.8 , 17.3 , 0 , 0 , 0 , 0 , 0.7 , 0.9 , 1.1 , 1.5 , 1.5 , 125 , 125 , 125 , 125 , 347 , 347 , 337 , 341 , 337 , 1 , 12 , 132 , 294 , 369 , 419 , 552 , 461 , 411 , 0.287759475 , -0.097369584 , 0.715632588 , 4.639284955 , 7.950231026 , 10.58064353 , 11.24912363 , 11.25692065 , 11.11631142 , -0.2 , 18 , 1 
86.4 , 89.3 , 92.7 , 93.8 , 94.8 , 95.3 , 95.6 , 96 , 94.8 , 4 , 3.8 , 3.6 , 3.2 , 3.5 , 4.4 , 5.1 , 5.5 , 5.8 , 2.2 , 2.8 , 2.8 , 3 , 2 , 2.2 , 2 , 1.7 , 1.3 , 21 , 355 , 6 , 59 , 65 , 42 , 355 , 6 , 355 , 1 , 1 , 7 , 22 , 66 , 111 , 133 , 153 , 153 , 1.906844886 , 2.178752796 , 2.513233123 , 2.284550448 , 2.733922236 , 3.704300561 , 4.44606046 , 4.904753456 , 5.020150799 , -0.9 , 6.3 , 1 
98 , 98 , 98.1 , 98.2 , 98.2 , 98.3 , 95.2 , 90.5 , 88.1 , 0.5 , 1.4 , 1.7 , 2.4 , 3.3 , 4.3 , 5.9 , 6.5 , 7.1 , 0 , 0 , 0 , 0.2 , 1.5 , 1.7 , 2.2 , 2.2 , 2 , 187 , 187 , 132 , 39 , 39 , 190 , 190 , 198 , 202 , 1 , 2 , 24 , 61 , 197 , 244 , 504 , 228 , 238 , 0.216383959 , 1.114341016 , 1.428097935 , 2.141094173 , 3.039257157 , 4.051925262 , 5.180899618 , 5.038657626 , 5.239802156 , -0.9 , 6.3 , 1 
98 , 98 , 98.1 , 98.2 , 98.2 , 98.3 , 95.2 , 90.5 , 88.1 , 0.5 , 1.4 , 1.7 , 2.4 , 3.3 , 4.3 , 5.9 , 6.5 , 7.1 , 0 , 0 , 0 , 0.2 , 1.5 , 1.7 , 2.2 , 2.2 , 2 , 187 , 187 , 132 , 39 , 39 , 190 , 190 , 198 , 202 , 1 , 2 , 24 , 61 , 197 , 244 , 504 , 228 , 238 , 0.216383959 , 1.114341016 , 1.428097935 , 2.141094173 , 3.039257157 , 4.051925262 , 5.180899618 , 5.038657626 , 5.239802156 , -0.6 , 7.5 , 1 
98 , 98.2 , 98.4 , 98.5 , 98.6 , 96.3 , 84.3 , 80 , 75.2 , 2.8 , 3 , 4.5 , 6.2 , 8.3 , 10.8 , 12.3 , 12.9 , 13.4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 88 , 29 , 29 , 352 , 352 , 343 , 4 , 334 , 28 , 1 , 6 , 38 , 107 , 283 , 283 , 144 , 158 , 131 , 2.511163104 , 2.739869496 , 4.266258864 , 5.978077003 , 8.089635612 , 10.22771566 , 9.700481855 , 9.499794522 , 9.057877046 , -2 , 11.9 , 1 
94 , 94.4 , 93.2 , 91.2 , 88.7 , 84.5 , 77.4 , 71.2 , 65.1 , 1.1 , 0.8 , 0.8 , 1.1 , 2.1 , 4 , 6.2 , 8 , 9.6 , 2.8 , 2.8 , 2.2 , 2.2 , 2.2 , 2.4 , 2.4 , 2.6 , 3.2 , 183 , 183 , 191 , 202 , 175 , 175 , 175 , 199 , 195 , 1 , 16 , 49 , 173 , 482 , 533 , 543 , 498 , 498 , 0.229458177 , -0.009076553 , -0.187898004 , -0.193551776 , 0.405656835 , 1.591788658 , 2.494393244 , 3.04475078 , 3.297568452 , -2.8 , 13.5 , 1 
97.1 , 97.1 , 90.2 , 80 , 70.5 , 63.7 , 58.4 , 55.1 , 55 , 1.6 , 2.9 , 7.6 , 10.4 , 13 , 15.6 , 17.3 , 18.5 , 19.2 , -888.9 , -888.9 , -888.9 , -888.9 , 0.6 , 1.1 , 1.3 , 1.3 , 2 , -889 , -889 , -889 , -889 , 192 , 253 , 220 , 171 , 194 , 9 , 122 , 228 , 453 , 594 , 649 , 657 , 646 , 546 , 1.183466065 , 2.479170008 , 6.07767845 , 7.061686458 , 7.71135184 , 8.691284246 , 9.005202187 , 9.26358599 , 9.891110706 , -0.6 , 17.6 , 1 
97.8 , 98 , 98.2 , 98.1 , 98.2 , 98.2 , 98.2 , 97 , 87.1 , 2.3 , 4.2 , 6.2 , 6.6 , 6.7 , 7.1 , 7.7 , 9.4 , 11.9 , 0 , 0.2 , 0.9 , 1.5 , 1.5 , 0.9 , 1.3 , 1.3 , 1.5 , 220 , 220 , 194 , 195 , 178 , 177 , 181 , 163 , 154 , 1 , 3 , 64 , 124 , 146 , 116 , 243 , 617 , 499 , 1.983246027 , 3.907985192 , 5.933337884 , 6.317536073 , 6.43231732 , 6.831500868 , 7.430276191 , 8.942232489 , 9.799696742 , -2.5 , 16.8 , 1 
97.6 , 97.8 , 98.1 , 98.1 , 98.2 , 98.3 , 97.5 , 88.9 , 83.3 , 0.2 , 0.4 , 2.1 , 4 , 5.3 , 6.5 , 7.9 , 9.7 , 10.7 , 0.4 , 0.6 , 0.6 , 0.4 , 0.4 , 0.7 , 0.7 , 1.3 , 2.8 , 42 , 66 , 154 , 257 , 261 , 337 , 337 , 94 , 191 , 1 , 6 , 63 , 138 , 276 , 236 , 246 , 201 , 213 , -0.140127607 , 0.087994421 , 1.827235742 , 3.723140326 , 5.0351749 , 6.247686133 , 7.52364533 , 7.937386427 , 7.953431409 , -2.6 , 9.6 , 1 
97 , 96.5 , 97.3 , 97.5 , 96 , 93.1 , 87 , 79.6 , 71.6 , 0.7 , 0.2 , 0.2 , 0.3 , 0.7 , 1.7 , 3.4 , 5.2 , 6.9 , 1.7 , 1.7 , 1.3 , 1.1 , 1.5 , 1.3 , 1.3 , 1.9 , 2.2 , 191 , 188 , 234 , 234 , 190 , 170 , 150 , 185 , 185 , 1 , 3 , 37 , 179 , 179 , 577 , 581 , 561 , 512 , 0.271987757 , -0.298471329 , -0.183156767 , -0.054742161 , 0.126741187 , 0.689902709 , 1.414395916 , 1.919347052 , 2.065272817 , -0.1 , 11 , 1 
97.5 , 97.6 , 97.3 , 89.7 , 81.6 , 68.1 , 52.1 , 47.2 , 50.6 , 0.1 , 0.7 , 5.3 , 9.3 , 10.7 , 15.1 , 17.8 , 19.5 , 19.6 , 0 , 0.2 , 0.6 , 0.4 , 0.4 , 0.9 , 1.5 , 1.7 , 2 , 119 , 119 , 119 , 286 , 286 , 355 , 310 , 319 , 298 , 1 , 64 , 283 , 411 , 452 , 653 , 676 , 672 , 622 , -0.254173411 , 0.358508002 , 4.901165843 , 7.675542489 , 7.647414492 , 9.2111849 , 7.780144266 , 7.895171754 , 9.017795545 , -0.5 , 15.3 , 1 
95.3 , 95.3 , 95.6 , 93.8 , 84.6 , 73 , 61.4 , 53.4 , 53.4 , 1.2 , 0 , -0.2 , 6.9 , 9.9 , 13.6 , 17.1 , 19.2 , 19.2 , 0 , 0 , 0 , 1.3 , 1.1 , 0.9 , 0.9 , 0.7 , 0.7 , 309 , 309 , 309 , 327 , 327 , 355 , 354 , 354 , 354 , 1 , 1 , 1 , 244 , 551 , 584 , 607 , 532 , 532 , 0.521579057 , -0.671941507 , -0.827185174 , 5.958014523 , 7.398673688 , 8.807427309 , 9.565062857 , 9.449196627 , 9.449196627 , -0.6 , 20.9 , 1 
94.9 , 95.1 , 95.7 , 94.9 , 77.5 , 59.9 , 49.4 , 47.5 , 44.2 , 0.1 , 0.2 , 2.3 , 6.8 , 12.6 , 17 , 19.7 , 19.3 , 20.1 , 0 , 0 , 0 , 0 , 0.4 , 0.2 , 0.4 , 0.6 , 0.6 , 298 , 298 , 298 , 348 , 348 , 69 , 77 , 45 , 60 , 1 , 21 , 57 , 321 , 473 , 586 , 586 , 377 , 498 , -0.631045287 , -0.502299874 , 1.675019413 , 6.029627359 , 8.732143852 , 9.100667985 , 8.753546203 , 7.804612853 , 7.478574177 , -0.3 , 20.2 , 1 
81.7 , 81.6 , 81.3 , 80 , 78.3 , 77.2 , 76 , 78.7 , 83.1 , 1.2 , 1.8 , 2.4 , 3.4 , 4.7 , 6.2 , 8 , 11.6 , 13.6 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , 1 , 4 , 48 , 134 , 179 , 267 , 521 , 487 , 361 , -1.621125016 , -1.051556075 , -0.516337627 , 0.234983882 , 1.199727726 , 2.457570461 , 3.980233452 , 7.988376194 , 10.75801084 , -2 , 10.7 , 1 
81.5 , 81.9 , 82.2 , 81.8 , 81.4 , 84.6 , 87.2 , 82.4 , 70.2 , 0.8 , 0.4 , 0.3 , 0.9 , 1.4 , 2 , 3.8 , 6.5 , 8.6 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , 1 , 6 , 37 , 98 , 167 , 231 , 652 , 536 , 358 , -2.045811329 , -2.369674148 , -2.417397287 , -1.897568855 , -1.476386259 , -0.354238147 , 1.840744924 , 3.682481436 , 3.419574744 , -1.6 , 9.4 , 1 
84.6 , 84.4 , 83 , 82.9 , 86 , 86.2 , 81.9 , 72.1 , 68.1 , 0.5 , 0.9 , 4 , 5.8 , 8 , 9.9 , 11.9 , 14.5 , 15.4 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , 1 , 114 , 229 , 338 , 586 , 658 , 671 , 664 , 629 , -1.826310014 , -1.466437976 , 1.338650908 , 3.084098895 , 5.773790094 , 7.676310469 , 8.875198338 , 9.48989425 , 9.498524815 , -0.1 , 19.1 , 1 
95.7 , 95.7 , 91.9 , 82.4 , 75.6 , 64.4 , 56.8 , 47.7 , 40.7 , -0.3 , 0.5 , 4.4 , 9 , 11.7 , 14.5 , 17.3 , 19.1 , 19.9 , 0 , 0 , 0.4 , 0.9 , 1.1 , 0.9 , 0.9 , 0.9 , 1.1 , 126 , 126 , 126 , 208 , 220 , 215 , 201 , 347 , 333 , 1 , 83 , 257 , 386 , 482 , 537 , 539 , 539 , 466 , -0.91215991 , -0.116104734 , 3.182060783 , 6.128689185 , 7.489862951 , 7.807131069 , 8.591743817 , 7.68244618 , 6.092583557 , -0.5 , 18.5 , 2 
98.1 , 98.1 , 98.2 , 98.3 , 98.4 , 95 , 82.3 , 78.8 , 72 , 0.9 , 0.2 , 1 , 2.6 , 4.7 , 8 , 11.8 , 13.2 , 14.8 , 0.4 , 0.4 , 0 , 0.6 , 0.4 , 0.6 , 0.9 , 0.9 , 0.9 , 156 , 156 , 156 , 73 , 282 , 65 , 348 , 317 , 243 , 1 , 12 , 98 , 139 , 311 , 472 , 712 , 712 , 382 , 0.62982232 , -0.068668842 , 0.743951753 , 2.355200954 , 4.465896318 , 7.238174806 , 8.850275596 , 9.564985376 , 9.758207792 , 0 , 15.4 , 2 
97.3 , 97.6 , 97.8 , 97.7 , 97.7 , 95.5 , 86.3 , 77.3 , 69.1 , -0.3 , 1.3 , 5 , 6.1 , 6.9 , 9.1 , 11.9 , 14.3 , 17.1 , 0 , 0 , 0.2 , 1.3 , 1.3 , 1.3 , 1.3 , 1.1 , 0.9 , 291 , 83 , 83 , 201 , 190 , 209 , 213 , 213 , 263 , 1 , 27 , 102 , 142 , 331 , 592 , 599 , 542 , 542 , -0.681619768 , 0.956870732 , 4.676498309 , 5.758767619 , 6.556676485 , 8.410234254 , 9.660664421 , 10.34510253 , 11.34823044 , 0 , 13.2 , 2 
96.9 , 96.6 , 96.3 , 93.8 , 86.8 , 77.2 , 69 , 66.3 , 63.3 , 3.9 , 4 , 4.2 , 5.5 , 8.1 , 10.4 , 11.6 , 12.2 , 13.4 , 0 , 0 , 0 , 0 , 0 , 0 , 0.4 , 0.7 , 0.4 , 139 , 139 , 139 , 139 , 225 , 234 , 310 , 7 , 41 , 1 , 6 , 41 , 124 , 362 , 448 , 469 , 469 , 351 , 3.446207855 , 3.501232718 , 3.655643438 , 4.568055143 , 6.007677191 , 6.537257622 , 6.050564847 , 6.041742478 , 6.507520798 , -4.7 , 15 , 2 
97.2 , 97.5 , 97.6 , 97.7 , 97.8 , 97.9 , 97.9 , 97.9 , 97.7 , -0.6 , 1.1 , 1.4 , 1.7 , 2.2 , 2.7 , 3.2 , 3.5 , 3.8 , 0 , 0.2 , 1.5 , 0.4 , 0.2 , 0 , 0.2 , 0 , 0.2 , 173 , 160 , 178 , 174 , 173 , 174 , 174 , 166 , 170 , 1 , 7 , 43 , 84 , 129 , 139 , 141 , 137 , 114 , -0.994974198 , 0.742982838 , 1.056597854 , 1.370268855 , 1.883495942 , 2.396824743 , 2.895632496 , 3.194917147 , 3.464779629 , -0.9 , 14.6 , 2 
95.2 , 95.5 , 92.5 , 83.2 , 64.2 , 51.7 , 40.7 , 34.5 , 32.4 , 0.5 , 0.5 , 2.6 , 8.5 , 13.3 , 17.1 , 20.7 , 22.5 , 24.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.3 , 1.3 , 15 , 13 , 58 , 66 , 67 , 37 , 219 , 199 , 219 , 1 , 73 , 226 , 344 , 344 , 469 , 523 , 531 , 496 , -0.189308993 , -0.145346187 , 1.49114644 , 5.780584 , 6.619323052 , 7.016386092 , 6.816058733 , 6.027206765 , 6.532679783 , -2 , 16.2 , 2 
93.3 , 93.8 , 94.4 , 94.4 , 93.1 , 90.1 , 83.3 , 75.5 , 69.9 , 0.6 , 0.2 , -0.1 , 0.1 , 0.7 , 1.6 , 4.4 , 6.9 , 8.7 , 3.3 , 2.2 , 2.4 , 2.4 , 2.6 , 3 , 2.4 , 2.2 , 2.4 , 177 , 177 , 185 , 188 , 188 , 187 , 171 , 183 , 177 , 1 , 8 , 31 , 79 , 131 , 374 , 477 , 477 , 441 , -0.371365873 , -0.693933938 , -0.903262572 , -0.704554568 , -0.302089826 , 0.131324819 , 1.781467616 , 2.819413713 , 3.454323829 , -0.9 , 19.4 , 2 
96.7 , 96.9 , 97 , 95.6 , 88.3 , 79.2 , 71.6 , 64.3 , 58.7 , 0.8 , 0 , 1.7 , 4.1 , 6.7 , 9.5 , 12 , 14.1 , 16 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 164 , 244 , 229 , 229 , 177 , 263 , 174 , 257 , 354 , 1 , 22 , 237 , 322 , 411 , 443 , 473 , 473 , 374 , 0.32817517 , -0.440002772 , 1.268567611 , 3.451108453 , 4.878392874 , 6.036779937 , 6.977544218 , 7.403476338 , 7.856994333 , -1.6 , 12.1 , 2 
97.2 , 97.5 , 97.8 , 97.9 , 98 , 97.8 , 88.1 , 80.8 , 75.8 , 0.2 , 0.1 , 0.1 , 0.4 , 1.5 , 3.2 , 6.4 , 8.1 , 9.8 , 0.2 , 0 , 0 , 0 , 0 , 0 , 0.4 , 0.6 , 0.4 , 152 , 166 , 187 , 187 , 177 , 164 , 84 , 6 , 6 , 1 , 14 , 54 , 98 , 251 , 613 , 613 , 296 , 477 , -0.197525619 , -0.254173411 , -0.211255833 , 0.102309081 , 1.214114022 , 2.880996787 , 4.549701005 , 4.963007339 , 5.687154951 , -2 , 12.9 , 2 
97.9 , 98 , 98.2 , 98.3 , 98.4 , 98.6 , 98.5 , 87.6 , 77.5 , 1.5 , 1.7 , 2.2 , 2.8 , 3.9 , 5.3 , 7.3 , 10.9 , 13.1 , 1.1 , 1.1 , 0.9 , 0.9 , 1.3 , 1.5 , 1.1 , 0.9 , 1.3 , 145 , 145 , 131 , 94 , 216 , 198 , 253 , 296 , 330 , 1 , 8 , 93 , 151 , 247 , 323 , 542 , 381 , 457 , 1.199686137 , 1.413660035 , 1.941502398 , 2.554815578 , 3.6673465 , 5.094389808 , 7.076208456 , 8.900796806 , 9.218032167 , -1.4 , 11.5 , 2 
97.4 , 97.7 , 97.8 , 98 , 98 , 95.2 , 82.5 , 69.2 , 58.8 , 0.5 , 3.1 , 4.7 , 5.8 , 6.6 , 8.3 , 12.1 , 14.4 , 15.4 , 0.7 , 1.1 , 1.7 , 2 , 2.4 , 2.4 , 1.9 , 3 , 3.3 , 170 , 118 , 170 , 170 , 174 , 177 , 180 , 191 , 192 , 1 , 37 , 91 , 129 , 193 , 652 , 673 , 673 , 597 , 0.130311522 , 2.766609371 , 4.377248055 , 5.504353292 , 6.302537342 , 7.567659 , 9.180173739 , 8.779517698 , 7.316838733 , -0.1 , 20 , 2 
88.7 , 88.5 , 83.7 , 74.9 , 73.6 , 68.4 , 66.2 , 61.9 , 59.6 , -0.5 , -0.7 , 2 , 5.4 , 7.6 , 10.6 , 12.8 , 14.6 , 15.5 , 0.9 , 1.1 , 0.9 , 0.7 , 1.7 , 1.7 , 1.7 , 1.1 , 1.7 , 157 , 154 , 124 , 79 , 355 , 355 , 355 , 348 , 66 , 1 , 41 , 298 , 423 , 582 , 651 , 666 , 659 , 569 , -2.159530952 , -2.387806169 , -0.503131676 , 1.253545004 , 3.132699023 , 4.964752715 , 6.59256529 , 7.317569796 , 7.610319529 , -0.3 , 16.1 , 2 
91.5 , 82.7 , 64.1 , 52 , 42.6 , 35.6 , 30.8 , 25.4 , 20.3 , -0.1 , 3.4 , 7.6 , 11.4 , 14.5 , 17.8 , 20.3 , 22.4 , 22.6 , 0 , 0.9 , 1.3 , 1.1 , 1.1 , 0.7 , 0.7 , 0.7 , 0.7 , 307 , 327 , 336 , 351 , 8 , 87 , 80 , 74 , 74 , 24 , 43 , 481 , 689 , 777 , 819 , 846 , 873 , 879 , -1.335764042 , 0.700214181 , 1.173869372 , 1.803907422 , 1.84833967 , 2.294649753 , 2.46803644 , 1.593595502 , -1.3153235 , -1.9 , 20.6 , 2 
93.8 , 92.3 , 73.6 , 54.5 , 42.6 , 37.4 , 36 , 34.1 , 35.3 , -0.2 , 2.6 , 8.1 , 13.9 , 17.8 , 18.9 , 20 , 20.2 , 20 , 0 , 0.2 , 0.6 , 0.6 , 0.6 , 0.6 , 0.7 , 0.7 , 0.9 , 336 , 336 , 181 , 181 , 83 , 93 , 80 , 74 , 53 , 24 , 139 , 473 , 609 , 704 , 704 , 657 , 587 , 422 , -1.091065189 , 1.460514439 , 3.615783124 , 4.802751753 , 4.847856414 , 3.975992651 , 4.414525783 , 3.819031138 , 4.134040061 , -0.7 , 23.9 , 2 
97.5 , 97.6 , 97.7 , 97 , 89.1 , 78.7 , 63.9 , 53.8 , 52.2 , -0.6 , -0.7 , 0.2 , 3.4 , 6.7 , 9.8 , 12.3 , 13.6 , 14.3 , 0 , 0.2 , 0.2 , 0 , 0.6 , 0.7 , 0.7 , 1.1 , 1.1 , 157 , 157 , 157 , 157 , 337 , 337 , 286 , 354 , 336 , 1 , 13 , 144 , 301 , 424 , 501 , 519 , 434 , 448 , -0.952182785 , -1.037671702 , -0.125810269 , 2.962753363 , 5.009480487 , 6.236161481 , 5.59967137 , 4.336537866 , 4.554279339 , -5 , 14.4 , 2 
97.5 , 97.6 , 97.7 , 97 , 89.1 , 78.7 , 63.9 , 53.8 , 52.2 , -0.6 , -0.7 , 0.2 , 3.4 , 6.7 , 9.8 , 12.3 , 13.6 , 14.3 , 0 , 0.2 , 0.2 , 0 , 0.6 , 0.7 , 0.7 , 1.1 , 1.1 , 157 , 157 , 157 , 157 , 337 , 337 , 286 , 354 , 336 , 1 , 13 , 144 , 301 , 424 , 501 , 519 , 434 , 448 , -0.952182785 , -1.037671702 , -0.125810269 , 2.962753363 , 5.009480487 , 6.236161481 , 5.59967137 , 4.336537866 , 4.554279339 , -1 , 15 , 2 
97.7 , 97.8 , 97.9 , 98 , 98 , 93.5 , 84.5 , 73.9 , 63.3 , -0.6 , -0.7 , -0.1 , 1.4 , 3.4 , 6.7 , 9 , 10.1 , 11 , 0 , 0.2 , 0.7 , 0.7 , 0.6 , 1.1 , 1.1 , 1.7 , 1.7 , 79 , 79 , 79 , 37 , 46 , 46 , 218 , 198 , 194 , 1 , 11 , 118 , 197 , 276 , 458 , 441 , 426 , 351 , -0.923719135 , -1.009256509 , -0.396498672 , 1.114341016 , 3.109801141 , 5.712572452 , 6.498043407 , 5.607391349 , 4.227525272 , -1.7 , 7.4 , 2 
97.5 , 97.8 , 98 , 98.1 , 98 , 89.8 , 78.3 , 68.5 , 59.5 , 2.1 , 2.2 , 2.8 , 3.6 , 4.4 , 7 , 9.5 , 12.5 , 14.1 , 1.5 , 1.5 , 1.9 , 2.8 , 2.6 , 2 , 2.6 , 2.8 , 3.3 , 157 , 147 , 159 , 199 , 206 , 206 , 185 , 194 , 188 , 1 , 14 , 82 , 152 , 312 , 618 , 668 , 668 , 538 , 1.740139087 , 1.883495942 , 2.511163104 , 3.324002519 , 4.107531204 , 5.419733346 , 5.86963071 , 6.806933638 , 6.264716377 , -2.5 , 14.8 , 2 
