@relation whatever

@attribute hum_1 numeric
@attribute hum_2 numeric
@attribute hum_3 numeric
@attribute hum_4 numeric
@attribute hum_5 numeric
@attribute hum_6 numeric
@attribute hum_7 numeric
@attribute hum_8 numeric
@attribute hum_9 numeric
@attribute temp_1 numeric
@attribute temp_2 numeric
@attribute temp_3 numeric
@attribute temp_4 numeric
@attribute temp_5 numeric
@attribute temp_6 numeric
@attribute temp_7 numeric
@attribute temp_8 numeric
@attribute temp_9 numeric
@attribute vel.viento_1 numeric
@attribute vel.viento_2 numeric
@attribute vel.viento_3 numeric
@attribute vel.viento_4 numeric
@attribute vel.viento_5 numeric
@attribute vel.viento_6 numeric
@attribute vel.viento_7 numeric
@attribute vel.viento_8 numeric
@attribute vel.viento_9 numeric
@attribute dir.viento_1 numeric
@attribute dir.viento_2 numeric
@attribute dir.viento_3 numeric
@attribute dir.viento_4 numeric
@attribute dir.viento_5 numeric
@attribute dir.viento_6 numeric
@attribute dir.viento_7 numeric
@attribute dir.viento_8 numeric
@attribute dir.viento_9 numeric
@attribute rad.solar_1 numeric
@attribute rad.solar_2 numeric
@attribute rad.solar_3 numeric
@attribute rad.solar_4 numeric
@attribute rad.solar_5 numeric
@attribute rad.solar_6 numeric
@attribute rad.solar_7 numeric
@attribute rad.solar_8 numeric
@attribute rad.solar_9 numeric
@attribute p.rocio_1 numeric
@attribute p.rocio_2 numeric
@attribute p.rocio_3 numeric
@attribute p.rocio_4 numeric
@attribute p.rocio_5 numeric
@attribute p.rocio_6 numeric
@attribute p.rocio_7 numeric
@attribute p.rocio_8 numeric
@attribute p.rocio_9 numeric
@attribute min numeric
@attribute max numeric
@attribute class {1,2}



@data
97.3 , 97.3 , 91.6 , 82.2 , 76.2 , 68.3 , 56.8 , 45.2 , 45 , 0.1 , 1.8 , 6.4 , 9.5 , 12.1 , 14.4 , 16.4 , 17.7 , 18.4 , 0 , 0 , 0.6 , 0.7 , 0.6 , 1.1 , 1.1 , 1.3 , 1.3 , 77 , 77 , 77 , 58 , 76 , 345 , 307 , 41 , 355 , 18 , 222 , 358 , 599 , 722 , 791 , 809 , 808 , 746 , -0.282849367 , 1.411924836 , 5.115539629 , 6.582192545 , 7.994812267 , 8.584391756 , 7.7470365 , 5.611641846 , 6.187599684 , -1.2 , 21.2 , 2 
97.8 , 98.1 , 98.1 , 98.2 , 98.2 , 93.7 , 83.3 , 77.4 , 74.3 , -0.2 , 1.8 , 3.2 , 4.9 , 6.7 , 9 , 11.3 , 12.7 , 13.8 , 0 , 0.4 , 0 , 1.3 , 2.2 , 2.2 , 2.4 , 2.6 , 2.2 , 212 , 212 , 146 , 187 , 187 , 180 , 183 , 184 , 199 , 1 , 23 , 92 , 183 , 241 , 534 , 543 , 487 , 487 , -0.510506087 , 1.527882387 , 2.924864712 , 4.635991351 , 6.43231732 , 8.027068924 , 8.541237484 , 8.810026859 , 9.26471046 , 0 , 17.4 , 2 
97.9 , 97.9 , 97.9 , 97.4 , 95.3 , 92.3 , 89.2 , 83.2 , 73.1 , 0.2 , -0.1 , -0.1 , 0.2 , 1 , 2.3 , 4 , 6.5 , 8.8 , 1.5 , 0.6 , 0.4 , 0.6 , 0.6 , 1.5 , 1.5 , 1.5 , 1.7 , 168 , 192 , 192 , 177 , 173 , 154 , 93 , 97 , 171 , 1 , 2 , 43 , 88 , 191 , 564 , 502 , 466 , 443 , -0.09721402 , -0.396498672 , -0.396498672 , -0.168800831 , 0.322658963 , 1.163205196 , 2.360262485 , 3.821494563 , 4.193802134 , -1.5 , 9.7 , 2 
97.7 , 97.8 , 97.8 , 97.6 , 96.1 , 91.5 , 86.9 , 83.6 , 80.9 , 2.2 , 2.5 , 2.9 , 3.5 , 5 , 7 , 8.4 , 9.5 , 10.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.7 , 119 , 119 , 119 , 213 , 95 , 58 , 58 , 35 , 352 , 1 , 2 , 22 , 47 , 83 , 107 , 113 , 128 , 131 , 1.868961896 , 2.182746196 , 2.581746534 , 3.15086741 , 4.422129034 , 5.693674504 , 6.319848671 , 6.830779604 , 7.129196477 , -2.9 , 10.2 , 2 
97.9 , 97.9 , 97.9 , 97.9 , 97.5 , 92.3 , 86.7 , 83.2 , 77.1 , -0.3 , -0.3 , -0.5 , -0.4 , 0.4 , 2.7 , 4.2 , 6 , 8.4 , 0 , 0.2 , 0 , 0 , 0 , 1.1 , 1.5 , 1.3 , 1.1 , 170 , 187 , 198 , 181 , 146 , 153 , 69 , 55 , 77 , 1 , 2 , 34 , 97 , 437 , 509 , 511 , 511 , 397 , -0.596021773 , -0.596021773 , -0.795544874 , -0.695783323 , 0.044973464 , 1.55961752 , 2.152852689 , 3.331722203 , 4.575796179 , -0.9 , 6.7 , 2 
98.5 , 98.6 , 98.7 , 98.9 , 99 , 88.2 , 75.5 , 70 , 67.2 , 0.5 , 0.1 , 0.9 , 4.8 , 8.1 , 12.5 , 15.6 , 16.8 , 17.3 , 0 , 0 , 0 , 0 , 0.7 , 0.9 , 1.1 , 1.5 , 1.5 , 125 , 125 , 125 , 125 , 347 , 347 , 337 , 341 , 337 , 1 , 12 , 132 , 294 , 369 , 419 , 552 , 461 , 411 , 0.287759475 , -0.097369584 , 0.715632588 , 4.639284955 , 7.950231026 , 10.58064353 , 11.24912363 , 11.25692065 , 11.11631142 , -0.2 , 11.5 , 2 
97.2 , 96.9 , 91 , 83.7 , 78 , 70.8 , 62.1 , 54.5 , 51.4 , 0.1 , 1.5 , 5.2 , 7.8 , 10.2 , 12.3 , 14.1 , 16.1 , 17.2 , -888.9 , -888.9 , -888.9 , -888.9 , 1.7 , 2 , 2 , 1.5 , -888.9 , -889 , -889 , -889 , -889 , 183 , 187 , 195 , 215 , -889 , 6 , 133 , 316 , 374 , 593 , 654 , 671 , 656 , 576 , -0.297206691 , 1.054693623 , 3.832554869 , 5.182049805 , 6.494275019 , 7.100834379 , 6.891119125 , 6.858084244 , 7.023898202 , -3.5 , 14.7 , 2 
92.8 , 79.2 , 58.4 , 50.5 , 44.7 , 38 , 34.5 , 30.7 , 28.4 , -0.7 , 3.7 , 9 , 12.3 , 15.8 , 19.3 , 21.7 , 24 , 24.9 , 0.2 , 1.7 , 1.9 , 2 , 1.5 , 1.7 , 1.7 , 1.7 , 1.9 , 312 , 337 , 340 , 334 , 345 , 333 , 338 , 354 , 338 , 21 , 31 , 481 , 649 , 771 , 839 , 851 , 843 , 786 , -1.735402083 , 0.386742681 , 1.190913088 , 2.226143857 , 3.714414753 , 4.562173694 , 5.316888513 , 5.665345153 , 5.330843472 , -0.7 , 20.3 , 2 
96.4 , 96.5 , 96 , 94.9 , 92.2 , 81.5 , 70.5 , 61.3 , 55.6 , -0.4 , 1.8 , 4.5 , 6.3 , 7.5 , 10.9 , 13.8 , 15.5 , 16.4 , 0 , 0 , 0.4 , 1.1 , 1.1 , 1.3 , 1.5 , 1.7 , 1.9 , 80 , 80 , 80 , 198 , 195 , 211 , 201 , 201 , 183 , 1 , 29 , 79 , 99 , 357 , 509 , 516 , 509 , 453 , -0.910475255 , 1.295130037 , 3.909334233 , 5.532562237 , 6.300636065 , 7.824695902 , 8.480569086 , 8.026094959 , 7.43221256 , -0.9 , 21.5 , 2 
98.4 , 98.4 , 98.5 , 98.5 , 98.4 , 97.4 , 94.6 , 92.5 , 91.1 , -0.4 , -0.6 , 0.9 , 3.6 , 4 , 5.2 , 6.5 , 7.7 , 8.6 , 0 , 0 , 0.7 , 2 , 2 , 2 , 2 , 1.7 , 2.6 , 124 , 124 , 170 , 194 , 191 , 195 , 190 , 194 , 190 , 1 , 21 , 208 , 281 , 206 , 213 , 241 , 242 , 229 , -0.624858772 , -0.824496226 , 0.687080003 , 3.382493569 , 3.767165228 , 4.816405055 , 5.685059135 , 6.546633253 , 7.212940066 , -0.3 , 11.5 , 2 
98 , 98 , 97.8 , 96.2 , 85.8 , 73.3 , 66 , 60 , 57.3 , -0.1 , -0.1 , 0.8 , 4.2 , 8 , 11.7 , 14.1 , 15.7 , 16.6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 92.5 , 98 , 87.5 , 87.5 , 20.5 , 135 , 140.5 , 140.5 , 134 , 0 , 2.5 , 30 , 76.5 , 150.5 , 164.5 , 181 , 183.5 , 178 , -0.382254078 , -0.382254078 , 0.486994759 , 3.640678741 , 5.739751438 , 7.033797677 , 7.788986346 , 7.897939506 , 8.064394633 , -0.1 , 13.8 , 2 
97.2 , 97.2 , 97.2 , 97.4 , 93.3 , 86.1 , 80 , 72.5 , 68.1 , 0.2 , -0.1 , 0.3 , 3.1 , 6.7 , 10 , 12.4 , 13.8 , 14.9 , 0 , 0 , 0 , 0.4 , 0.6 , 0.7 , 1.1 , 1.1 , 1.3 , 225 , 114 , 230 , 220 , 44 , 355 , 352 , 8 , 8 , 1 , 11 , 57 , 246 , 216 , 329 , 279 , 234 , 286 , -0.197525619 , -0.496568836 , -0.097844547 , 2.722618583 , 5.681248321 , 7.757422803 , 9.012172909 , 8.897760776 , 9.019624956 , -1 , 18.2 , 2 
94.1 , 93.1 , 91.1 , 88.8 , 87.4 , 86.1 , 83.2 , 81.9 , 83.1 , 1.9 , 1.6 , 1.7 , 2.7 , 3.7 , 4.3 , 5.7 , 6.5 , 6.5 , 0 , 0 , 0.4 , 0.2 , 0.6 , 0.6 , 1.1 , 0.7 , 1.3 , 154 , 147 , 136 , 161 , 199 , 216 , 225 , 199 , 197 , 1 , 3 , 54 , 124 , 208 , 207 , 502 , 502 , 393 , 1.038908401 , 0.590703455 , 0.38487628 , 1.013501497 , 1.774743624 , 2.152500663 , 3.037858788 , 3.594997345 , 3.804182048 , -1.4 , 8.5 , 2 
98.2 , 98.4 , 98.5 , 98.5 , 98.6 , 98.7 , 98.7 , 98.7 , 98.2 , 1.5 , 4 , 5.1 , 5.1 , 6.5 , 7.5 , 7.8 , 8.1 , 8.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 91 , 354 , 347 , 288 , 6 , 6 , 4 , 7 , 7 , 1 , 7 , 29 , 56 , 74 , 82 , 79 , 81 , 62 , 1.242931189 , 3.767165228 , 4.87994555 , 4.87994555 , 6.29248813 , 7.305924739 , 7.605483473 , 7.905042207 , 8.228643288 , -0.3 , 12.9 , 2 
97 , 97.2 , 97.4 , 95 , 90.4 , 83.4 , 81.1 , 78 , 72 , -1.5 , -1 , 1.2 , 3.4 , 5.5 , 7.4 , 8 , 8.7 , 9.9 , 0 , 0 , 0 , 0.6 , 1.7 , 2.8 , 2.6 , 1.7 , 2 , 70 , 156 , 156 , 183 , 199 , 202 , 181 , 206 , 185 , 1 , 23 , 246 , 396 , 493 , 558 , 556 , 556 , 556 , -1.920487923 , -1.393698487 , 0.828240346 , 2.664634171 , 4.033856913 , 4.737892896 , 4.919153763 , 5.035558471 , 5.035628026 , -1.4 , 13.9 , 2 
97.8 , 97.9 , 98.1 , 98.2 , 98.3 , 98.4 , 97.2 , 94.8 , 94.6 , 3.1 , 2.1 , 2.3 , 2.9 , 4.8 , 6.4 , 8 , 8.5 , 8.2 , 0 , 0 , 0 , 0 , 0 , 2 , 2 , 3 , 2.2 , 149 , 98 , 77 , 46 , 72 , 195 , 202 , 202 , 195 , 1 , 9 , 71 , 136 , 484 , 247 , 143 , 158 , 118 , 2.781246703 , 1.79825544 , 2.026804646 , 2.640073608 , 4.550961824 , 6.162814682 , 7.577598023 , 7.70398433 , 7.37447908 , -3.1 , 12.3 , 2 
97.2 , 97.5 , 97.8 , 97.9 , 98 , 97.8 , 88.1 , 80.8 , 75.8 , 0.2 , 0.1 , 0.1 , 0.4 , 1.5 , 3.2 , 6.4 , 8.1 , 9.8 , 0.2 , 0 , 0 , 0 , 0 , 0 , 0.4 , 0.6 , 0.4 , 152 , 166 , 187 , 187 , 177 , 164 , 84 , 6 , 6 , 1 , 14 , 54 , 98 , 251 , 613 , 613 , 296 , 477 , -0.197525619 , -0.254173411 , -0.211255833 , 0.102309081 , 1.214114022 , 2.880996787 , 4.549701005 , 4.963007339 , 5.687154951 , -0.5 , 10.9 , 2 
95.8 , 95.8 , 95.9 , 95.3 , 93.2 , 87.4 , 77.9 , 66.5 , 57.7 , 2.9 , 2.8 , 3.1 , 3.8 , 4.8 , 6.7 , 9.4 , 12.4 , 14.8 , 0.4 , 0.7 , 0.7 , 0.7 , 0.7 , 0.9 , 0.7 , 0.6 , 0.9 , 131 , 90 , 93 , 93 , 80 , 52 , 80 , 44 , 4 , 1 , 16 , 86 , 168 , 227 , 576 , 563 , 549 , 502 , 2.286941933 , 2.18742335 , 2.50087 , 3.107540279 , 3.780550959 , 4.729671291 , 5.697568205 , 6.276785722 , 6.475016459 , -1.8 , 11.9 , 2 
97.9 , 98.1 , 98.2 , 98.2 , 98.3 , 98.4 , 98.3 , 93.7 , 81.7 , 2.7 , 2.4 , 2.4 , 2.3 , 2.6 , 3.2 , 4.1 , 6.3 , 9.4 , 1.3 , 1.9 , 1.1 , 1.9 , 1.9 , 2.2 , 2.2 , 2 , 1.9 , 160 , 183 , 183 , 197 , 171 , 171 , 187 , 198 , 198 , 1 , 4 , 37 , 83 , 169 , 222 , 312 , 374 , 496 , 2.396824743 , 2.126589097 , 2.141094173 , 2.041298286 , 2.355200954 , 2.96861541 , 3.852310638 , 5.346754373 , 6.394758406 , -2.3 , 9.5 , 2 
76.8 , 76.5 , 77.4 , 81.1 , 85.4 , 85.8 , 84.2 , 78.8 , 74.4 , 2.9 , 3.2 , 3.5 , 4 , 4.6 , 5.7 , 7.3 , 9.7 , 10.9 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , 1 , 1 , 33 , 93 , 177 , 263 , 504 , 504 , 451 , -0.819928108 , -0.583057651 , -0.129023796 , 1.012199455 , 2.331241471 , 3.479002399 , 4.778312954 , 6.157415923 , 6.479583067 , -0.1 , 21.8 , 2 
94 , 88.9 , 83.7 , 83.3 , 81 , 78.7 , 77.8 , 81.2 , 88 , 0.5 , 2.8 , 5.2 , 6.1 , 7.1 , 7.8 , 8.1 , 8.2 , 7.4 , 0.2 , 1.9 , 1.7 , 2.2 , 0.9 , 1.1 , 1.5 , 1.5 , 1.7 , 62 , 69 , 69 , 355 , 355 , 355 , 29 , 4 , 355 , 1 , 3 , 88 , 88 , 122 , 121 , 108 , 101 , 51 , -0.366381344 , 1.128050142 , 2.633520176 , 3.446918163 , 4.022303539 , 4.289256245 , 4.414965439 , 5.13241637 , 5.518980111 , -2.9 , 16.4 , 2 
94.7 , 94.8 , 96.3 , 97.4 , 97.7 , 94.5 , 87.7 , 83.2 , 79.8 , -0.6 , 1.3 , 2.3 , 3.3 , 4.6 , 6.1 , 7.9 , 10 , 12.2 , 0.2 , 1.3 , 1.9 , 1.3 , 2.4 , 2.4 , 2.4 , 2.6 , 2.4 , 143 , 166 , 152 , 150 , 174 , 175 , 190 , 201 , 195 , 1 , 9 , 88 , 126 , 218 , 599 , 624 , 471 , 391 , -1.356134377 , 0.547094915 , 1.763683253 , 2.922026818 , 4.262688495 , 5.272124202 , 5.961819475 , 7.249901079 , 8.779709221 , -1.4 , 14.4 , 2 
98.4 , 98.7 , 98.7 , 98.7 , 98.4 , 94.3 , 88.9 , 84.9 , 79 , 3.6 , 5.3 , 6.4 , 6.8 , 7.3 , 8.9 , 10 , 11.1 , 12.9 , 2 , 1.3 , 1.5 , 2 , 2 , 1.3 , 1.5 , 1.5 , 0.9 , 6 , 7 , 8 , 355 , 337 , 347 , 355 , 41 , 336 , 1 , 6 , 49 , 108 , 166 , 232 , 312 , 343 , 298 , 3.367890319 , 5.109160688 , 6.207542714 , 6.606954359 , 7.061183227 , 8.022813203 , 8.233444526 , 8.629204142 , 9.310931437 , 0 , 10.7 , 2 
97.9 , 97.9 , 97.9 , 97.9 , 97.5 , 92.3 , 86.7 , 83.2 , 77.1 , -0.3 , -0.3 , -0.5 , -0.4 , 0.4 , 2.7 , 4.2 , 6 , 8.4 , 0 , 0.2 , 0 , 0 , 0 , 1.1 , 1.5 , 1.3 , 1.1 , 170 , 187 , 198 , 181 , 146 , 153 , 69 , 55 , 77 , 1 , 2 , 34 , 97 , 437 , 509 , 511 , 511 , 397 , -0.596021773 , -0.596021773 , -0.795544874 , -0.695783323 , 0.044973464 , 1.55961752 , 2.152852689 , 3.331722203 , 4.575796179 , -1.9 , 10.1 , 2 
97.6 , 97.6 , 97.6 , 97.7 , 94.7 , 82.4 , 72 , 66.8 , 63.9 , -0.8 , -1.1 , 0 , 2.6 , 5.6 , 9.1 , 11.4 , 11.9 , 11.8 , 0 , 0 , 0 , 0 , 0.6 , 1.9 , 2 , 2.4 , 3.2 , 74 , 74 , 74 , 74 , 74 , 355 , 355 , 341 , 330 , 1 , 11 , 123 , 244 , 432 , 523 , 531 , 571 , 492 , -1.137398824 , -1.436580189 , -0.33958185 , 2.267916329 , 4.806011417 , 6.226537495 , 6.481315709 , 5.864786248 , 5.124170825 , -1.4 , 12.8 , 2 
97.9 , 98 , 98.1 , 98.2 , 98.1 , 91.9 , 83.6 , 76.3 , 71.8 , 0.6 , 1.2 , 2 , 3.5 , 5.3 , 7.7 , 10 , 11.7 , 12.5 , 0 , 0 , 0 , 0 , 0.2 , 1.1 , 1.1 , 1.1 , 0.6 , 107 , 107 , 107 , 91 , 91 , 6 , 355 , 58 , 93 , 1 , 11 , 48 , 191 , 233 , 607 , 516 , 441 , 366 , 0.301832182 , 0.914795003 , 1.72745129 , 3.238848931 , 5.0203382 , 6.450866583 , 7.320815696 , 7.626255675 , 7.500363242 , -0.1 , 12.7 , 2 
96.9 , 96.9 , 93.9 , 83 , 78.7 , 75.1 , 67.3 , 54.7 , 50.2 , -0.6 , -0.1 , 3.6 , 7.7 , 10.7 , 13.2 , 15.1 , 17.8 , 18.5 , 0 , 0 , 0 , 0 , 0.2 , 1.1 , 0.6 , 0 , 0.6 , 143 , 143 , 211 , 6 , 352 , 323 , 314 , 327 , 327 , 1 , 99 , 198 , 337 , 751 , 751 , 687 , 683 , 664 , -1.03788133 , -0.539649199 , 2.696909364 , 4.961987478 , 7.112268837 , 8.844294469 , 9.034502162 , 8.5006426 , 7.881453475 , -1.7 , 17.8 , 2 
86.4 , 89.3 , 92.7 , 93.8 , 94.8 , 95.3 , 95.6 , 96 , 94.8 , 4 , 3.8 , 3.6 , 3.2 , 3.5 , 4.4 , 5.1 , 5.5 , 5.8 , 2.2 , 2.8 , 2.8 , 3 , 2 , 2.2 , 2 , 1.7 , 1.3 , 21 , 355 , 6 , 59 , 65 , 42 , 355 , 6 , 355 , 1 , 1 , 7 , 22 , 66 , 111 , 133 , 153 , 153 , 1.906844886 , 2.178752796 , 2.513233123 , 2.284550448 , 2.733922236 , 3.704300561 , 4.44606046 , 4.904753456 , 5.020150799 , -0.2 , 18 , 2 
91.2 , 91.9 , 89.8 , 83.1 , 77.1 , 73.6 , 69.3 , 63.8 , 58.7 , -0.9 , -1.4 , 0.5 , 2.8 , 4.5 , 6.2 , 8.1 , 10 , 11.4 , 0.6 , 0.4 , 0.6 , 2.4 , 2.6 , 2.6 , 3.2 , 2.6 , 2.8 , 163 , 135 , 87 , 187 , 190 , 188 , 191 , 192 , 197 , 1 , 18 , 237 , 394 , 481 , 574 , 592 , 579 , 543 , -2.172944703 , -2.563113046 , -1.0021216 , 0.180355775 , 0.788065796 , 1.78006354 , 2.75511024 , 3.389972387 , 3.523703538 , -1.8 , 14.7 , 2 
98.1 , 98.1 , 98.2 , 98.3 , 97.4 , 92.9 , 89.5 , 83.1 , 79.7 , 1.1 , 0.8 , 1.5 , 3.8 , 6 , 7.4 , 8.6 , 10.9 , 12 , 0.9 , 0.9 , 0.7 , 1.3 , 2.4 , 2.6 , 2.2 , 1.9 , 2.4 , 125 , 125 , 125 , 167 , 192 , 177 , 163 , 163 , 174 , 1 , 7 , 168 , 327 , 424 , 494 , 504 , 504 , 396 , 0.829391224 , 0.530037868 , 1.242931189 , 3.552888701 , 5.614037997 , 6.312650343 , 6.951090542 , 8.113597074 , 8.566004464 , 0 , 7.9 , 2 
98.4 , 98.4 , 98.3 , 98.7 , 99 , 92.5 , 85.2 , 80.2 , 77.9 , -0.9 , -1.2 , -0.3 , 3.5 , 8 , 11.3 , 13.3 , 14.5 , 15.6 , 0 , 0 , 0 , 0.2 , 1.9 , 3 , 2 , 2.8 , 2.8 , 39 , 39 , 39 , 39 , 70 , 205 , 208 , 208 , 194 , 1 , 3 , 156 , 287 , 431 , 493 , 512 , 512 , 389 , -1.123952408 , -1.42340859 , -0.539211102 , 3.311808284 , 7.850344021 , 10.11521218 , 10.84266631 , 11.09814536 , 11.72606257 , -1.5 , 17.1 , 2 
95.5 , 96 , 96.2 , 87.9 , 71.6 , 60 , 52.5 , 44.2 , 37.9 , -1.8 , 0 , 2.8 , 6.3 , 10.5 , 13.6 , 15.3 , 17 , 17.5 , 0 , 1.3 , 1.7 , 1.7 , 1.5 , 1.5 , 2 , 2 , 2.6 , 347 , 347 , 334 , 333 , 355 , 355 , 355 , 352 , 345 , 16 , 121 , 229 , 602 , 728 , 792 , 802 , 801 , 756 , -2.433466537 , -0.570052269 , 2.246765671 , 4.418216059 , 5.532758512 , 5.914849792 , 5.567128714 , 4.649261994 , 2.909445338 , -2 , 16.5 , 2 
93.3 , 90.9 , 73.6 , 56.8 , 52.9 , 45.2 , 35.9 , 30.1 , 29 , -1.5 , 0.8 , 6.3 , 11.6 , 14.1 , 16.5 , 18.4 , 19.2 , 19.4 , 0 , 0.2 , 0.6 , 1.1 , 1.1 , 1.5 , 1.5 , 1.7 , 1.9 , 327 , 327 , 344 , 354 , 354 , 355 , 355 , 355 , 352 , 22 , 36 , 468 , 632 , 746 , 821 , 851 , 842 , 779 , -2.455052726 , -0.536344857 , 1.876680361 , 3.241930806 , 4.559904984 , 4.513693178 , 2.947829844 , 1.183356025 , 0.840971961 , -0.8 , 26.8 , 2 
97.6 , 97.5 , 97.6 , 93.7 , 81.9 , 72.3 , 66.7 , 64 , 59.8 , -0.9 , -1.1 , 1 , 4.8 , 7.7 , 10.2 , 12 , 13.2 , 13.8 , 0 , 0 , 0.2 , 0.2 , 0.4 , 1.5 , 1.9 , 2.2 , 2.2 , 163 , 163 , 163 , 163 , 215 , 219 , 205 , 202 , 202 , 1 , 9 , 221 , 372 , 471 , 564 , 582 , 509 , 519 , -1.237125946 , -1.450760909 , 0.657689367 , 3.857690734 , 4.768375343 , 5.385230824 , 5.938496609 , 6.478470523 , 6.055009523 , -2.3 , 13.6 , 2 
98 , 97.7 , 97.7 , 98.1 , 98.3 , 95.8 , 88.8 , 87.2 , 89.4 , -0.9 , -1.5 , -1.1 , 0.7 , 2.4 , 4.2 , 6.4 , 6.6 , 5.8 , 0 , 0 , 0 , 0.2 , 1.3 , 2 , 2 , 3 , 3 , 128 , 128 , 128 , 302 , 302 , 197 , 190 , 191 , 190 , 1 , 14 , 152 , 222 , 543 , 591 , 604 , 329 , 478 , -1.180438129 , -1.82136661 , -1.422412177 , 0.430253417 , 2.155586329 , 3.580683509 , 4.664423108 , 4.597967912 , 4.16963887 , -1 , 14 , 2 
96.7 , 96.7 , 94.5 , 83.9 , 73.1 , 61.9 , 47.2 , 39.5 , 36.1 , -0.4 , -0.9 , 2.8 , 7.7 , 11.3 , 14.3 , 16.9 , 19.1 , 20.3 , 0.2 , 0.2 , 0.6 , 0.6 , 0.6 , 0.7 , 0.9 , 0.9 , 1.3 , 126 , 126 , 51 , 99 , 331 , 331 , 194 , 183 , 209 , 1 , 81 , 231 , 293 , 563 , 642 , 653 , 652 , 529 , -0.867304152 , -1.365420537 , 1.993051865 , 5.118734518 , 6.607378308 , 7.033282247 , 5.504784244 , 4.937991111 , 4.721917432 , -0.1 , 17.6 , 2 
96.9 , 97.2 , 97.3 , 95.4 , 80.4 , 65.8 , 59.8 , 55 , 53.3 , -0.7 , -0.7 , 1.1 , 5.1 , 9.2 , 12.4 , 15.1 , 17.1 , 17.9 , 0 , 0 , 0 , 0 , 0.6 , 0.6 , 0.9 , 1.3 , 1.7 , 154 , 154 , 154 , 154 , 44 , 355 , 243 , 204 , 205 , 1 , 7 , 129 , 251 , 434 , 501 , 501 , 502 , 482 , -1.137527757 , -1.09465527 , 0.714076635 , 4.415714667 , 5.964342286 , 6.122076059 , 7.282178476 , 7.927201367 , 8.209693401 , -0.1 , 16.6 , 2 
95.4 , 95.2 , 93.9 , 85.3 , 81.5 , 74.5 , 68 , 64.5 , 64.2 , -1.2 , -1.4 , 0 , 7 , 8.6 , 10.6 , 12.3 , 13.7 , 14.8 , 0 , 0 , 0 , 2 , 2 , 2 , 1.1 , 1.7 , 2.6 , 192 , 185 , 143 , 195 , 198 , 175 , 206 , 197 , 191 , 5 , 5 , 306 , 459 , 663 , 727 , 742 , 736 , 657 , -1.851007198 , -2.078826838 , -0.877700028 , 4.672060524 , 5.576956632 , 6.20904865 , 6.507801131 , 7.068491852 , 8.046572274 , -1.2 , 18.8 , 2 
97.3 , 97.3 , 97.6 , 97.6 , 97.6 , 91.5 , 73.4 , 60 , 42.4 , -0.4 , -0.1 , 1.8 , 4.2 , 6.1 , 9.2 , 13.1 , 16 , 18.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 185 , 185 , 185 , 185 , 350 , 39 , 6 , 320 , 320 , 1 , 41 , 76 , 123 , 213 , 263 , 263 , 432 , 309 , -0.781312368 , -0.482234568 , 1.455506341 , 3.848957262 , 5.743772575 , 7.871810392 , 8.406108338 , 8.181238037 , 5.416117349 , -0.5 , 25.4 , 2 
96.7 , 97.1 , 97.1 , 97.2 , 97.4 , 91.5 , 79.1 , 73.5 , 65.6 , 0.8 , 3.4 , 3.9 , 4.3 , 6 , 8.5 , 10.7 , 12.5 , 14.2 , 0.2 , 0.7 , 0.7 , 0.9 , 1.9 , 1.9 , 3 , 3 , 3.2 , 226 , 216 , 161 , 161 , 168 , 190 , 205 , 190 , 187 , 1 , 9 , 51 , 113 , 479 , 579 , 588 , 556 , 529 , 0.32817517 , 2.977517679 , 3.475865349 , 3.889398347 , 5.614037997 , 7.178767155 , 7.187097692 , 7.84676569 , 7.794446471 , 0 , 19.8 , 2 
96.3 , 96.5 , 94.2 , 85.3 , 73.9 , 64.2 , 56 , 48.2 , 42.9 , -1.5 , -1.2 , 2.8 , 6.5 , 9.8 , 12.3 , 14.1 , 15.7 , 16.2 , 0 , 0 , 0.6 , 1.3 , 1.1 , 1.9 , 2.4 , 2.8 , 3.2 , 49 , 49 , 49 , 41 , 267 , 190 , 192 , 192 , 185 , 1 , 134 , 218 , 398 , 593 , 678 , 692 , 687 , 513 , -2.020237118 , -1.692872525 , 1.947864841 , 4.180915747 , 5.317408727 , 5.66782357 , 5.382529117 , 4.702855351 , 3.493390816 , -0.2 , 12.4 , 2 
96.3 , 96.6 , 96.4 , 93.1 , 83.1 , 68.8 , 58.5 , 51.2 , 51.9 , -0.8 , 0 , 3.2 , 6.4 , 9.3 , 12.9 , 15.6 , 16.9 , 16.3 , 0 , 0 , 0.9 , 1.9 , 1.9 , 1.9 , 1.9 , 2.2 , 2.2 , 128 , 128 , 177 , 192 , 201 , 205 , 201 , 199 , 204 , 2 , 56 , 128 , 257 , 443 , 496 , 552 , 538 , 196 , -1.323199155 , -0.483234737 , 2.674709806 , 5.352267621 , 6.546537065 , 7.254725433 , 7.429889872 , 6.688420233 , 6.329686746 , -0.5 , 16.8 , 2 
